contract_number,s3_full_path,account_name,doc_type,status_reason,contract_title,contract_requester,reviewing_attorney,created_on,document_effective_date,parent_contract,solution_line,account_type,sharepoint_document_url,document_title,related_product,matched_client,matched_pattern,file_name
55281,s3://ml-legal-restricted/contract-docs/55281/Centene - Master Services Agreement (Oct 2014) [55281].pdf,Centene Corporation,MSA,Fully-Executed/Complete,Master Services Agreement,Dynamics SVC,ihtech Simko,2019-04-12 15:33:48,2014-10-06,,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55281/Centene - Master Services Agreement (Oct 2014) [55281].pdf,Master Services Agreement,RCA,Centene,\bcentene\b,Centene - Master Services Agreement (Oct 2014) [55281].pdf
55460,s3://ml-legal-restricted/contract-docs/55460/Humana - Cotiviti - SOW 7 - DS - 11032014 - Dynamics_55460.pdf,Humana,SOW,Fully-Executed/Complete,Schedule No. 7 Medical Chart Review Cost Avoidance Audits,Dynamics SVC,ihtech Simko,2019-04-12 15:35:48,2014-10-01,55452,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55460/Humana - Cotiviti - SOW 7 - DS - 11032014 - Dynamics_55460.pdf,Schedule 007 Medical Chart Review Cost Avoidance Audits,Retrospective Clinical Chart Validation,Humana,\bhumana\b,Humana - Cotiviti - SOW 7 - DS - 11032014 - Dynamics_55460.pdf
67183,s3://ml-legal-restricted/contract-docs/67183/35036_WellPoint SOW 257 Dental Program Diabetic and Pregnant Members_Fully Executed.pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,[ELEVANCE]-Commercial- Anthem SOW 257 103014 (CI CID 7642 SOW),Dynamics SVC,Dynamics SVC,2022-01-19 04:59:40,2014-09-30,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67183/35036_WellPoint SOW 257 Dental Program Diabetic and Pregnant Members_Fully Executed.pdf,STATEMENT OF WORK (SOW) NUMBER 257 WELLPOINT 2015 DENTAL PROGRAM (DIABETIC AND PREGNANT MEMBERS),Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,35036_WellPoint SOW 257 Dental Program Diabetic and Pregnant Members_Fully Executed.pdf
55495,s3://ml-legal-restricted/contract-docs/55495/Kaiser - Amendment No. 3 to BAA (2014) [55495].pdf,Kaiser Permanente,Amendment,Fully-Executed/Complete,Amendment to BAA,Dynamics SVC,ihtech Simko,2019-04-12 15:36:11,2014-09-23,,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55495/Kaiser - Amendment No. 3 to BAA (2014) [55495].pdf,Amendment,RCA,Kaiser,\bkaiser(\s+permanente)?\b,Kaiser - Amendment No. 3 to BAA (2014) [55495].pdf
11859,s3://ml-legal-restricted/contract-docs/00011859/BCBSTN-RQI-Medicare Compliance Attestation-Executed.pdf,Blue Cross Blue Shield of Tennessee,Other,Fully-Executed/Complete,BCBS TN- Medicare Compliance Attestation,Dynamics SVC,,2014-09-16 20:46:32,2014-09-18,,Record Import/Clean Up,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00011859/BCBSTN-RQI-Medicare Compliance Attestation-Executed.pdf,MEDICARE COMPLIANCE ATTESTATION,Record Import/Clean Up,BCBSTN,\b(blue\s*cross\s*blue\s*shield\s*of\s*tennessee|bcbstn)\b,BCBSTN-RQI-Medicare Compliance Attestation-Executed.pdf
70411,s3://ml-legal-restricted/contract-docs/70411/Alere Health SOW 69 Biopharma Support Satisfaction Survey_Fully Executed_0914.pdf,United HealthCare Services,SOW,Fully-Executed/Complete,UHC Alere Biopharma Support SOW 69,Dynamics SVC,Dynamics SVC,2022-12-01 20:17:18,2014-09-03,65699,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70411/Alere Health SOW 69 Biopharma Support Satisfaction Survey_Fully Executed_0914.pdf,Statement of Work 69,Eliza Standard,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,Alere Health SOW 69 Biopharma Support Satisfaction Survey_Fully Executed_0914.pdf
13782,s3://ml-legal-restricted/contract-docs/00013782/BAA_-_2309_Verisk_Health_BAA_09-03-2014.pdf,Kaiser Permanente of Northern California,BAA,Fully-Executed/Complete,Kaiser CA/HI BAA to MSA 1 (#13781),Dynamics SVC,,2015-04-16 14:01:05,2014-09-03,13781,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00013782/BAA_-_2309_Verisk_Health_BAA_09-03-2014.pdf,Business Associate Agreement,Quality Intelligence,Kaiser,\bkaiser(\s+permanente)?\b,BAA_-_2309_Verisk_Health_BAA_09-03-2014.pdf
68261,s3://ml-legal-restricted/contract-docs/68261/Superior Medicaid YITL 072914.pdf,Centene Corporation,SOW,Fully-Executed/Complete,Superior Healthplan YITL 080114,Angelica Miranda,,2022-04-27 14:56:24,2014-08-01,64681,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68261/Superior Medicaid YITL 072914.pdf,Superior Healthplan Year in the life Solution,Eliza Standard,Centene,\bcentene\b,Superior Medicaid YITL 072914.pdf
69746,s3://ml-legal-restricted/contract-docs/69746/BAA 1690_Superior Services Agreement Medicaid YITL 072914.pdf,Centene Corporation,BAA,Fully-Executed/Complete,Superior HP BAA,Angelica Miranda,,2022-10-04 16:50:06,2014-07-29,64681,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/69746/BAA 1690_Superior Services Agreement Medicaid YITL 072914.pdf,Business Associate,Eliza Standard,Centene,\bcentene\b,BAA 1690_Superior Services Agreement Medicaid YITL 072914.pdf
64681,s3://ml-legal-restricted/contract-docs/64681/11690_Superior Services Agreement Medicaid YITL 072914.pdf,Centene Corporation,MSA,Fully-Executed/Complete,Superior Services Agreement Medicaid YITL 072914 (CI CID 6240),Dynamics SVC,Dynamics SVC,2021-11-29 20:16:51,2014-07-29,,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/64681/11690_Superior Services Agreement Medicaid YITL 072914.pdf,Services Agreement,Eliza Standard,Centene,\bcentene\b,11690_Superior Services Agreement Medicaid YITL 072914.pdf
71399,s3://ml-legal-restricted/contract-docs/71399/KP GA Addendum 2 to SOW 10141-32_Fully Executed_0714.pdf,Kaiser Permanente,Amendment,Fully-Executed/Complete,Amd 2 to SOW 10141-32,Angelica Miranda,,2023-03-20 18:14:31,2014-07-16,71397,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/71399/KP GA Addendum 2 to SOW 10141-32_Fully Executed_0714.pdf,Amd 2 to SOW 10141-32,Eliza Standard,Kaiser,\bkaiser(\s+permanente)?\b,KP GA Addendum 2 to SOW 10141-32_Fully Executed_0714.pdf
70295,s3://ml-legal-restricted/contract-docs/70295/WellPoint SOW 113 Wisconsin Recert_Fully Executed_0714.pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,Anthem WI Recertification Program SOW 113,Dynamics SVC,Dynamics SVC,2022-12-01 20:15:04,2014-07-03,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70295/WellPoint SOW 113 Wisconsin Recert_Fully Executed_0714.pdf,Statement of Work 113,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,WellPoint SOW 113 Wisconsin Recert_Fully Executed_0714.pdf
67214,s3://ml-legal-restricted/contract-docs/67214/50980_Anthem SOW 113 Wisconsin Recert 070314 (7642).pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,Anthem SOW 113 070314 (CI CID 7642 SOW),Dynamics SVC,Dynamics SVC,2022-01-19 05:00:09,2014-07-03,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67214/50980_Anthem SOW 113 Wisconsin Recert 070314 (7642).pdf,"Work Statement No. 113 To Services Agreement No. 1 with an Effective Date of November 1, 2007 as Amended #4 Between WellPoint Inc. and Eliza Corporation",Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,50980_Anthem SOW 113 Wisconsin Recert 070314 (7642).pdf
71392,s3://ml-legal-restricted/contract-docs/71392/KP SOW PS  13582_Fully Executed_0614.pdf,Kaiser Permanente,SOW,Fully-Executed/Complete,Kaiser PS-13582 CA Member Case Resolution SOW,Angelica Miranda,,2023-03-20 17:04:12,2014-07-01,65329,Record Import/Clean Up,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/71392/KP SOW PS  13582_Fully Executed_0614.pdf,Kaiser PS-13582 CA Member Case Resolution SOW,Record Import/Clean Up,Kaiser,\bkaiser(\s+permanente)?\b,KP SOW PS  13582_Fully Executed_0614.pdf
55221,s3://ml-legal-restricted/contract-docs/55221/Aetna - Amendment No. 17 (July 2014) [55221].pdf,Aetna Life Insurance Company,Amendment,Fully-Executed/Complete,Amendment No. 17 to MSA,Dynamics SVC,ihtech Simko,2019-04-12 15:33:09,2014-07-01,55235,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55221/Aetna - Amendment No. 17 (July 2014) [55221].pdf,AMENDMENT NO. 017 TO HEALTH CARE TECHNOLOGY SERVICES AGREEMENT,Payment Policy Management,Aetna,\baetna\b,Aetna - Amendment No. 17 (July 2014) [55221].pdf
10594,s3://ml-legal-restricted/contract-docs/00010594/Verisk Health Amendment 5 to MSA 06 19 14.pdf,Health Care Service Corporation,Amendment,Fully-Executed/Complete,HCSC- Amend #5 6-21-14,Jessica Luacaw (non user),,2014-04-17 18:34:59,2014-06-21,6497,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00010594/Verisk Health Amendment 5 to MSA 06 19 14.pdf,AMENDMENT NO. 5 TO MASTER SERVICES AGREEMENT,Core Edits,HCSC,\b(hcsc|health\s*care\s*service\s*corporation)\b,Verisk Health Amendment 5 to MSA 06 19 14.pdf
10207,"s3://ml-legal-restricted/contract-docs/00010207/BCBSMI-RQI-MSA, BAA-Executed-Old.pdf",Blue Cross and Blue Shield of Michigan,MSA,Fully-Executed/Complete,BCBS MI- MSA 2- Payment Accuracy,Rich Fox,,2014-01-21 15:35:57,2014-06-16,,Payment Accuracy,Client,"https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00010207/BCBSMI-RQI-MSA, BAA-Executed-Old.pdf","Verisk Health, Inc.",Record Import/Clean Up,BCBS Michigan,\b(blue\s*cross\s*(and\s*)?blue\s*shield\s*of\s*michigan|bcbsm)\b,"BCBSMI-RQI-MSA, BAA-Executed-Old.pdf"
70294,s3://ml-legal-restricted/contract-docs/70294/12.1.8.1.4.47.1 7.1.2.4.6.134 WellPoint SOW 245 ACA Delinquent Paym.pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,Anthem ACA Delinquent Payment SOW 245,Dynamics SVC,Dynamics SVC,2022-12-01 20:15:02,2014-06-13,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70294/12.1.8.1.4.47.1 7.1.2.4.6.134 WellPoint SOW 245 ACA Delinquent Paym.pdf,Statement of Work 245,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,12.1.8.1.4.47.1 7.1.2.4.6.134 WellPoint SOW 245 ACA Delinquent Paym.pdf
55391,s3://ml-legal-restricted/contract-docs/55391/(RCA) HCSC - Security Addendum (May 2015)[CURRENT].pdf,Health Care Service Corporation,Addendum,Fully-Executed/Complete,Addendum - Minimum Security Requirements,Dynamics SVC,ihtech Simko,2019-04-12 15:35:00,2014-06-10,55390,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55391/(RCA) HCSC - Security Addendum (May 2015)[CURRENT].pdf,ADDENDUM,Payment Policy Management,HCSC,\b(hcsc|health\s*care\s*service\s*corporation)\b,(RCA) HCSC - Security Addendum (May 2015)[CURRENT].pdf
66637,s3://ml-legal-restricted/contract-docs/66637/26623_3. Aetna Amendment 003_0614.pdf,Aetna Life Insurance Company,Amendment,Fully-Executed/Complete,Aetna Amnd 3 to PSA 060414 (CI CID 6338 Amnd),Dynamics SVC,Dynamics SVC,2022-01-14 00:07:13,2014-06-04,63460,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66637/26623_3. Aetna Amendment 003_0614.pdf,Amendment No. 003,Eliza Standard,Aetna,\baetna\b,26623_3. Aetna Amendment 003_0614.pdf
13543,s3://ml-legal-restricted/contract-docs/00013543/Humana Inc-Addendum (Medicare & Part D) to MSA-Executed.pdf,Humana,Addendum,Fully-Executed/Complete,Humana- Addendum 1 to MSA #10591- Medicare Advantage & Part D,Dynamics SVC,,2015-03-25 17:54:37,2014-06-02,10591,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00013543/Humana Inc-Addendum (Medicare & Part D) to MSA-Executed.pdf,Medicare Advantage and Part D Addendum- Attachment B,Quality Intelligence,Humana,\bhumana\b,Humana Inc-Addendum (Medicare & Part D) to MSA-Executed.pdf
13456,s3://ml-legal-restricted/contract-docs/00013456/Humana -INFORMATION TECHNOLOGY SECURITY - Attachment C part 2 SF13456.pdf,Humana,Addendum,Fully-Executed/Complete,Humana- Addendum 2 to MSA #10591- IT Security,Dynamics SVC,,2015-03-18 15:12:40,2014-06-02,10591,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00013456/Humana -INFORMATION TECHNOLOGY SECURITY - Attachment C part 2 SF13456.pdf,ATTACHMENT C INFORMATION TECHNOLOGY SECURITY,Quality Intelligence,Humana,\bhumana\b,Humana -INFORMATION TECHNOLOGY SECURITY - Attachment C part 2 SF13456.pdf
10591,s3://ml-legal-restricted/contract-docs/00010591/Humana Inc- MSA 6-2-14 Executed.pdf,Humana,MSA,Fully-Executed/Complete,Humana- MSA 4- Quality Improvement,Jenny Ritchie (non user),,2014-04-16 18:53:27,2014-06-02,,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00010591/Humana Inc- MSA 6-2-14 Executed.pdf,MASTER APPLICATION SERVICE PROVIDER AGREEMENT,Quality Intelligence,Humana,\bhumana\b,Humana Inc- MSA 6-2-14 Executed.pdf
70410,s3://ml-legal-restricted/contract-docs/70410/Alere SOW 58 Re-Admittance Avoidance Program_Fully Executed_0514.pdf,United HealthCare Services,SOW,Fully-Executed/Complete,UHC Alere Hospital Readmittance SOW 58,Dynamics SVC,Dynamics SVC,2022-12-01 20:17:17,2014-06-01,65699,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70410/Alere SOW 58 Re-Admittance Avoidance Program_Fully Executed_0514.pdf,Statement of Work 58,Eliza Standard,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,Alere SOW 58 Re-Admittance Avoidance Program_Fully Executed_0514.pdf
55555,s3://ml-legal-restricted/contract-docs/55555/UHC_TX_Medicaid_and_CHIP_Regulatory_Appendix_(Non_Medical_Subcontractor)(July 2014) [LEGACY].pdf,United HealthCare Services,Addendum,Fully-Executed/Complete,Medicare Advantage Regulatory Requirements Appendix Vendor - Delegated Entity,Dynamics SVC,ihtech Simko,2019-04-12 15:36:51,2014-06-01,55543,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55555/UHC_TX_Medicaid_and_CHIP_Regulatory_Appendix_(Non_Medical_Subcontractor)(July 2014) [LEGACY].pdf,TEXAS MEDICAID AND CHIP PROGRAM REGULATORY REQUIREMENTS APPENDIX,Retrospective Clinical Chart Validation,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,UHC_TX_Medicaid_and_CHIP_Regulatory_Appendix_(Non_Medical_Subcontractor)(July 2014) [LEGACY].pdf
55554,s3://ml-legal-restricted/contract-docs/55554/UHC BAA to MSA 06-01-14 CID_00069 [55554].pdf,United HealthCare Services,BAA,Fully-Executed/Complete,Business Associate Agreement,Dynamics SVC,ihtech Simko,2019-04-12 15:36:51,2014-06-01,55543,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55554/UHC BAA to MSA 06-01-14 CID_00069 [55554].pdf,MASTER SERVICES AGREEMENT,Retrospective Clinical Chart Validation,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,UHC BAA to MSA 06-01-14 CID_00069 [55554].pdf
55546,s3://ml-legal-restricted/contract-docs/55546/UHC - Statement of Work No. 2 (Recoveries) (June 2014) [55546].pdf,United HealthCare Services,SOW,Fully-Executed/Complete,Statement of Work No. 2,Dynamics SVC,ihtech Simko,2019-04-12 15:36:44,2014-06-01,55543,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55546/UHC - Statement of Work No. 2 (Recoveries) (June 2014) [55546].pdf,STATEMENT OF WORK NO. 2,Retrospective Clinical Chart Validation,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,UHC - Statement of Work No. 2 (Recoveries) (June 2014) [55546].pdf
55545,s3://ml-legal-restricted/contract-docs/55545/UHC - Statement of Work No. 1 (Identifications) (June 2014) [55545].pdf,United HealthCare Services,SOW,Fully-Executed/Complete,Statement of Work No. 1,Dynamics SVC,ihtech Simko,2019-04-12 15:36:44,2014-06-01,55543,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55545/UHC - Statement of Work No. 1 (Identifications) (June 2014) [55545].pdf,STATEMENT OF WORK NO. 1,Retrospective Clinical Chart Validation,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,UHC - Statement of Work No. 1 (Identifications) (June 2014) [55545].pdf
55543,s3://ml-legal-restricted/contract-docs/55543/UHC - Master Services Agreement (June 2014) [55543].pdf,United HealthCare Services,MSA,Fully-Executed/Complete,Master Services Agreement,Dynamics SVC,ihtech Simko,2019-04-12 15:36:42,2014-06-01,,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55543/UHC - Master Services Agreement (June 2014) [55543].pdf,MASTER SERVICES AGREEMENT,Retrospective Clinical Chart Validation,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,UHC - Master Services Agreement (June 2014) [55543].pdf
55493,s3://ml-legal-restricted/contract-docs/55493/Kaiser - Master Services Agreement (May 2014) [55493].pdf,Kaiser Permanente,MSA,Fully-Executed/Complete,Master Services Agreement,Dynamics SVC,ihtech Simko,2019-04-12 15:36:10,2014-06-01,,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55493/Kaiser - Master Services Agreement (May 2014) [55493].pdf,MASTER PROFESSIONAL SERVICES AGREEMENT FOR CLAIMS COST CONTAINMENT SERVICES,RCA,Kaiser,\bkaiser(\s+permanente)?\b,Kaiser - Master Services Agreement (May 2014) [55493].pdf
55472,s3://ml-legal-restricted/contract-docs/55472/Humana - Amendment No. 3 to Schedule No. 1 (June 2014) [55472].pdf,Humana,Amendment,Fully-Executed/Complete,Amendment No. 3 to Schedule No. 1,ihtech Simko,ihtech Simko,2019-04-12 15:35:55,2014-06-01,55467,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55472/Humana - Amendment No. 3 to Schedule No. 1 (June 2014) [55472].pdf,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55472/Humana%20-%20Amendment%20No.%203%20to%20Schedule%20No.%201%20%28June%202014%29%20%5b55472%5d.pdf,RCA,Humana,\bhumana\b,Humana - Amendment No. 3 to Schedule No. 1 (June 2014) [55472].pdf
10744,s3://ml-legal-restricted/contract-docs/00010744/SVS-ICS.HUM.VERISK.GUARANTY.05-23-2014 - signed.pdf,Humana,Other,Fully-Executed/Complete,Humana- ISO Guaranty Agreement RQI QI 5-28-2014,Dynamics SVC,,2014-05-30 17:34:41,2014-05-28,,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00010744/SVS-ICS.HUM.VERISK.GUARANTY.05-23-2014 - signed.pdf,GUARANTY AGREEMENT,Quality Intelligence,Humana,\bhumana\b,SVS-ICS.HUM.VERISK.GUARANTY.05-23-2014 - signed.pdf
10606,s3://ml-legal-restricted/contract-docs/00010606/BCBSM - Verisk - BAA - 052714 - Executed SF 10606.pdf,Blue Cross and Blue Shield of Michigan,BAA,Fully-Executed/Complete,BCBS MI- BAA 2 to MSA 2 (#10207),Dynamics SVC,,2014-04-22 17:53:06,2014-05-27,10207,Record Import/Clean Up,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00010606/BCBSM - Verisk - BAA - 052714 - Executed SF 10606.pdf,Business Associate Agreement,Record Import/Clean Up,BCBS Michigan,\b(blue\s*cross\s*(and\s*)?blue\s*shield\s*of\s*michigan|bcbsm)\b,BCBSM - Verisk - BAA - 052714 - Executed SF 10606.pdf
10708,s3://ml-legal-restricted/contract-docs/00010708/BCBSTN-RQI-CERTIFICATE OF DESTRUCTION-Executed.pdf,Blue Cross Blue Shield of Tennessee,Statement of Destruction,Fully-Executed/Complete,BCBSTN-RQI-CERTIFICATE OF DESTRUCTION-Executed.pdf,Dynamics SVC,,2014-05-20 16:15:18,2014-05-21,,Record Import/Clean Up,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00010708/BCBSTN-RQI-CERTIFICATE OF DESTRUCTION-Executed.pdf,CERTIFICATE OF DESTRUCTION,Record Import/Clean Up,BCBSTN,\b(blue\s*cross\s*blue\s*shield\s*of\s*tennessee|bcbstn)\b,BCBSTN-RQI-CERTIFICATE OF DESTRUCTION-Executed.pdf
55454,s3://ml-legal-restricted/contract-docs/55454/Humana - Non-Disclosure Agreement (Rapid Ratings International) (April 2014) [55454].pdf,Humana,NDA,Fully-Executed/Complete,Non-Disclosure Agreement (Rapid Ratings International),Dynamics SVC,ihtech Simko,2019-04-12 15:35:44,2014-05-15,,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55454/Humana - Non-Disclosure Agreement (Rapid Ratings International) (April 2014) [55454].pdf,Non Disclosure Agreement,RCA,Humana,\bhumana\b,Humana - Non-Disclosure Agreement (Rapid Ratings International) (April 2014) [55454].pdf
